id,RFM_Overall,Segment
11506,553,Potential Loyalist
11507,133,At Risk
11509,122,Hibernating customers
11510,121,Lost customers
11511,332,Hibernating customers
11512,134,At Risk
11513,311,New Customers
11516,335,Loyal
11517,342,Potential Loyalist
11518,245,At Risk
11519,124,At Risk
11520,253,At Risk
11521,123,Hibernating customers
11522,553,Potential Loyalist
11523,332,Hibernating customers
11524,431,Potential Loyalist
11525,245,At Risk
11527,122,Hibernating customers
11528,131,Lost customers
11529,422,New Customers
11530,422,New Customers
11531,125,At Risk
11532,254,At Risk
11535,212,Hibernating customers
11536,241,About To Sleep
11536,241,Hibernating customers
11539,414,Promising
11540,334,Need Attention
11541,422,New Customers
11542,525,Promising
11543,211,Hibernating customers
11545,144,Cannot Lose Them
11546,411,New Customers
11547,212,Hibernating customers
11549,131,Lost customers
1155,111,Lost customers
11550,255,At Risk
11551,344,Loyal
11552,132,Hibernating customers
11554,455,Champions
11556,511,New Customers
11558,121,Lost customers
1156,133,At Risk
11560,445,Champions
11562,131,Lost customers
11563,211,Hibernating customers
11566,114,Cannot Lose Them
11567,353,Potential Loyalist
11569,444,Loyal
11570,242,At Risk
11572,245,At Risk
11574,235,At Risk
11575,111,Lost customers
11576,432,Potential Loyalist
11579,424,Promising
11580,554,Champions
11581,415,Promising
11582,555,Champions
11583,243,At Risk
11588,341,Potential Loyalist
11589,113,Cannot Lose Them
11590,555,Champions
11591,512,New Customers
11592,324,Need Attention
11593,525,Promising
11594,431,Potential Loyalist
11595,122,Hibernating customers
11596,535,Need Attention
11597,255,At Risk
11598,355,Loyal
11599,515,Promising
116,454,Champions
1160,413,Promising
11600,511,New Customers
11602,454,Champions
11604,514,Promising
11605,535,Need Attention
11606,142,At Risk
11607,545,Champions
11608,331,About To Sleep
1161,555,Champions
11610,455,Champions
11611,513,Promising
11613,332,Hibernating customers
11619,121,Lost customers
1162,242,At Risk
11620,554,Champions
11622,425,Promising
11623,413,Promising
11624,422,New Customers
11625,122,Hibernating customers
11627,531,Potential Loyalist
11628,413,Promising
1163,133,At Risk
11631,245,At Risk
11633,122,Hibernating customers
11634,241,Hibernating customers
11634,241,About To Sleep
11636,342,Potential Loyalist
11637,353,Potential Loyalist
11638,531,Potential Loyalist
1164,113,Cannot Lose Them
11640,345,Loyal
11641,112,Lost customers
11642,334,Need Attention
11643,231,Hibernating customers
11643,231,About To Sleep
11644,352,Potential Loyalist
11645,454,Champions
11646,132,Hibernating customers
11647,545,Champions
11648,324,Need Attention
1165,554,Champions
11650,554,Champions
11651,345,Loyal
11652,524,Promising
11653,213,About To Sleep
11654,444,Loyal
11655,212,Hibernating customers
11656,321,About To Sleep
11657,331,About To Sleep
11658,455,Champions
11659,121,Lost customers
11660,143,At Risk
11661,355,Loyal
11662,134,At Risk
11663,213,About To Sleep
11664,355,Loyal
11666,331,About To Sleep
11667,122,Hibernating customers
11669,141,Lost customers
1167,345,Loyal
11670,231,About To Sleep
11670,231,Hibernating customers
11671,425,Promising
11672,232,Hibernating customers
11674,355,Loyal
11675,554,Champions
11676,122,Hibernating customers
11678,455,Champions
11679,214,Cannot Lose Them
1168,341,Potential Loyalist
11680,243,At Risk
11681,314,Promising
11682,123,Hibernating customers
11683,331,About To Sleep
11685,232,Hibernating customers
11687,323,Potential Loyalist
11688,155,Cannot Lose Them
11689,233,Hibernating customers
1169,423,Potential Loyalist
11690,113,Cannot Lose Them
11691,331,About To Sleep
11692,354,Loyal
11693,345,Loyal
11695,412,New Customers
11696,311,New Customers
11698,243,At Risk
11699,532,Potential Loyalist
117,333,Potential Loyalist
1170,211,Hibernating customers
11700,442,Potential Loyalist
11702,533,Potential Loyalist
11703,243,At Risk
11704,233,Hibernating customers
11705,432,Potential Loyalist
11706,342,Potential Loyalist
11707,513,Promising
11708,324,Need Attention
11709,331,About To Sleep
1171,445,Champions
11710,342,Potential Loyalist
11712,325,Need Attention
11713,133,At Risk
11714,244,At Risk
11715,313,Promising
11716,213,About To Sleep
11718,212,Hibernating customers
11719,112,Lost customers
1172,531,Potential Loyalist
11721,123,Hibernating customers
11723,531,Potential Loyalist
11724,431,Potential Loyalist
11727,245,At Risk
11729,515,Promising
1173,243,At Risk
11730,113,Cannot Lose Them
11733,244,At Risk
11734,323,Potential Loyalist
11735,123,Hibernating customers
11736,521,Promising
11738,543,Loyal
11739,213,About To Sleep
1174,111,Lost customers
11740,212,Hibernating customers
11741,233,Hibernating customers
11743,244,At Risk
11744,514,Promising
11745,113,Cannot Lose Them
11746,413,Promising
1175,521,Promising
11750,545,Champions
11751,152,At Risk
11752,244,At Risk
11753,431,Potential Loyalist
11755,432,Potential Loyalist
11758,213,About To Sleep
11759,232,Hibernating customers
1176,135,At Risk
11760,452,Potential Loyalist
11761,144,Cannot Lose Them
11762,122,Hibernating customers
11763,555,Champions
11764,113,Cannot Lose Them
11766,111,Lost customers
11767,343,Need Attention
11769,132,Hibernating customers
11771,134,At Risk
11772,454,Champions
11773,333,Potential Loyalist
11774,421,New Customers
11775,114,Cannot Lose Them
11776,111,Lost customers
11777,312,About To Sleep
11778,311,New Customers
11779,122,Hibernating customers
11781,221,About To Sleep
11782,455,Champions
11783,131,Lost customers
11784,243,At Risk
11785,553,Potential Loyalist
11786,515,Promising
11787,234,At Risk
11788,332,Hibernating customers
11789,345,Loyal
11792,115,Cannot Lose Them
11794,115,Cannot Lose Them
11795,243,At Risk
11798,244,At Risk
11799,511,New Customers
118,323,Potential Loyalist
1180,524,Promising
11800,113,Cannot Lose Them
11801,121,Lost customers
11802,555,Champions
11804,433,Potential Loyalist
11806,321,About To Sleep
11807,133,At Risk
11808,511,New Customers
11810,255,At Risk
11811,322,Hibernating customers
11812,515,Promising
11815,544,Champions
11816,325,Need Attention
11818,241,Hibernating customers
11818,241,About To Sleep
11819,432,Potential Loyalist
1182,123,Hibernating customers
11820,253,At Risk
11821,331,About To Sleep
11822,511,New Customers
11824,445,Champions
11825,122,Hibernating customers
11826,323,Potential Loyalist
11827,321,About To Sleep
11828,455,Champions
11829,425,Promising
11830,212,Hibernating customers
11833,222,Hibernating customers
11834,423,Potential Loyalist
11836,212,Hibernating customers
11838,122,Hibernating customers
11839,243,At Risk
11841,333,Potential Loyalist
11842,521,Promising
11843,422,New Customers
11844,331,About To Sleep
11845,545,Champions
11847,113,Cannot Lose Them
1185,421,New Customers
11850,432,Potential Loyalist
11851,342,Potential Loyalist
11852,455,Champions
11853,455,Champions
11855,131,Lost customers
11858,444,Loyal
11859,455,Champions
1186,211,Hibernating customers
11860,353,Potential Loyalist
11861,255,At Risk
11862,554,Champions
11863,121,Lost customers
11864,213,About To Sleep
11865,344,Loyal
11867,212,Hibernating customers
11869,432,Potential Loyalist
1187,245,At Risk
11871,553,Potential Loyalist
11872,555,Champions
11875,355,Loyal
11876,543,Loyal
11879,131,Lost customers
1188,144,Cannot Lose Them
11880,553,Potential Loyalist
11881,223,Hibernating customers
11882,452,Potential Loyalist
11883,543,Loyal
11884,222,Hibernating customers
11886,355,Loyal
11887,555,Champions
11893,245,At Risk
11894,341,Potential Loyalist
11895,331,About To Sleep
11896,243,At Risk
11897,254,At Risk
11898,121,Lost customers
11899,112,Lost customers
11900,211,Hibernating customers
11901,211,Hibernating customers
11904,233,Hibernating customers
11905,144,Cannot Lose Them
11906,434,Need Attention
11907,423,Potential Loyalist
11908,141,Lost customers
1191,125,At Risk
11910,455,Champions
11915,342,Potential Loyalist
11917,231,About To Sleep
11917,231,Hibernating customers
11918,215,Cannot Lose Them
11919,523,Promising
1192,111,Lost customers
11922,553,Potential Loyalist
11923,334,Need Attention
11926,454,Champions
11927,243,At Risk
11928,244,At Risk
11929,421,New Customers
11930,333,Potential Loyalist
11933,535,Need Attention
11934,343,Need Attention
11935,445,Champions
11936,355,Loyal
11937,225,At Risk
11938,244,At Risk
11939,532,Potential Loyalist
1194,455,Champions
11940,454,Champions
11942,432,Potential Loyalist
11943,552,Potential Loyalist
11944,512,New Customers
11946,313,Promising
11947,231,Hibernating customers
11947,231,About To Sleep
11948,524,Promising
11950,521,Promising
11952,113,Cannot Lose Them
11953,535,Need Attention
11954,521,Promising
11955,222,Hibernating customers
11958,545,Champions
11959,214,Cannot Lose Them
1196,244,At Risk
11960,424,Promising
11961,533,Potential Loyalist
11962,323,Potential Loyalist
11963,454,Champions
11965,554,Champions
11966,455,Champions
11968,134,At Risk
11969,554,Champions
1197,333,Potential Loyalist
11971,433,Potential Loyalist
11972,553,Potential Loyalist
11974,135,At Risk
11975,245,At Risk
11976,232,Hibernating customers
11977,212,Hibernating customers
11978,343,Need Attention
11979,331,About To Sleep
11980,455,Champions
11981,422,New Customers
11982,335,Loyal
11983,531,Potential Loyalist
11986,245,At Risk
11988,511,New Customers
11990,223,Hibernating customers
11991,144,Cannot Lose Them
11992,321,About To Sleep
11993,513,Promising
11994,345,Loyal
11995,254,At Risk
11996,421,New Customers
11997,542,Potential Loyalist
11999,555,Champions
120,444,Loyal
12000,422,New Customers
12001,242,At Risk
12002,115,Cannot Lose Them
12003,154,Cannot Lose Them
12004,145,At Risk
12005,454,Champions
12009,325,Need Attention
1201,123,Hibernating customers
12010,534,Need Attention
12014,443,Need Attention
12015,454,Champions
12016,333,Potential Loyalist
12017,533,Potential Loyalist
1202,323,Potential Loyalist
12020,452,Potential Loyalist
12022,242,At Risk
12025,435,Loyal
12028,213,About To Sleep
12029,544,Champions
1203,511,New Customers
12030,225,At Risk
12032,353,Potential Loyalist
12033,322,Hibernating customers
12034,514,Promising
12035,553,Potential Loyalist
12038,134,At Risk
12039,142,At Risk
12040,521,Promising
12041,454,Champions
12042,241,Hibernating customers
12042,241,About To Sleep
12043,331,About To Sleep
12044,232,Hibernating customers
12045,332,Hibernating customers
12046,522,Promising
12048,554,Champions
12049,515,Promising
1205,522,Promising
12050,333,Potential Loyalist
12051,341,Potential Loyalist
12052,231,Hibernating customers
12052,231,About To Sleep
12055,455,Champions
12056,121,Lost customers
12057,413,Promising
12058,522,Promising
1206,444,Loyal
12060,242,At Risk
12061,455,Champions
12063,332,Hibernating customers
12064,311,New Customers
12065,124,At Risk
12067,242,At Risk
12068,221,About To Sleep
12069,213,About To Sleep
1207,133,At Risk
12070,111,Lost customers
12072,242,At Risk
12073,455,Champions
12074,513,Promising
12075,125,At Risk
12076,222,Hibernating customers
12077,243,At Risk
1208,244,At Risk
12081,114,Cannot Lose Them
12082,555,Champions
12083,422,New Customers
12084,352,Potential Loyalist
12085,211,Hibernating customers
12088,244,At Risk
12089,354,Loyal
1209,554,Champions
12090,141,Lost customers
12091,345,Loyal
12092,355,Loyal
12093,532,Potential Loyalist
12095,111,Lost customers
12096,432,Potential Loyalist
12097,525,Promising
121,314,Promising
1210,453,Potential Loyalist
12101,515,Promising
12103,455,Champions
12104,324,Need Attention
12105,532,Potential Loyalist
12107,255,At Risk
12108,454,Champions
12109,331,About To Sleep
12110,431,Potential Loyalist
12111,425,Promising
12112,521,Promising
12114,511,New Customers
12115,222,Hibernating customers
12117,341,Potential Loyalist
12118,115,Cannot Lose Them
12120,254,At Risk
12121,442,Potential Loyalist
12124,231,About To Sleep
12124,231,Hibernating customers
12125,355,Loyal
12126,225,At Risk
12127,434,Need Attention
1213,131,Lost customers
12130,421,New Customers
12132,533,Potential Loyalist
12134,422,New Customers
12135,535,Need Attention
12136,523,Promising
12137,331,About To Sleep
12138,325,Need Attention
12139,131,Lost customers
12140,331,About To Sleep
12141,342,Potential Loyalist
12142,254,At Risk
12143,112,Lost customers
12144,355,Loyal
12145,213,About To Sleep
12148,524,Promising
12149,113,Cannot Lose Them
1215,511,New Customers
12150,532,Potential Loyalist
12151,421,New Customers
12152,355,Loyal
12154,111,Lost customers
12156,454,Champions
12157,454,Champions
12158,354,Loyal
1216,213,About To Sleep
12160,553,Potential Loyalist
12161,354,Loyal
12162,514,Promising
12163,113,Cannot Lose Them
12164,134,At Risk
12166,241,Hibernating customers
12166,241,About To Sleep
12169,111,Lost customers
1217,323,Potential Loyalist
12170,343,Need Attention
12172,115,Cannot Lose Them
12173,533,Potential Loyalist
12174,534,Need Attention
12175,235,At Risk
12176,431,Potential Loyalist
12179,413,Promising
1218,422,New Customers
12180,143,At Risk
12182,213,About To Sleep
12184,131,Lost customers
12186,542,Potential Loyalist
12187,454,Champions
12188,323,Potential Loyalist
1219,323,Potential Loyalist
12193,554,Champions
12194,253,At Risk
12196,511,New Customers
12197,421,New Customers
12198,242,At Risk
122,531,Potential Loyalist
1220,323,Potential Loyalist
12200,554,Champions
12201,311,New Customers
12202,311,New Customers
12203,411,New Customers
12204,144,Cannot Lose Them
12205,444,Loyal
12206,455,Champions
12207,514,Promising
12208,442,Potential Loyalist
12209,452,Potential Loyalist
12211,323,Potential Loyalist
12212,212,Hibernating customers
12213,353,Potential Loyalist
12214,122,Hibernating customers
12215,244,At Risk
12217,345,Loyal
12218,111,Lost customers
12219,121,Lost customers
12220,455,Champions
12222,113,Cannot Lose Them
12223,153,At Risk
12225,341,Potential Loyalist
12229,243,At Risk
1223,231,About To Sleep
1223,231,Hibernating customers
12231,132,Hibernating customers
12233,412,New Customers
12234,324,Need Attention
